Title,Advertisement No,Date,Download Link
"Superintending Archaeologist, Class-2, General State Service, Sports, Youth and Cultural Activities Department",17/2019-20,09-12-2019 03:27 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-17-2019-20.pdf
"Principal/Suprintendent, Government Homeopathy College, Class-1",4/2019-20,09-12-2019 03:26 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-04-2019-20.pdf
"Associate Professor / Reader, Obstetrics and Gynaecology (Homoeopathy), Class-1 in Homoeopathy College",14/2019-20,26-11-2019 02:42 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-14-201920.pdf
"Deputy Director, Horticulture, Class-1, Agriculture and Co-operative Department",7/2019-20,26-11-2019 02:41 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-07-201920.pdf
"Lecturer Selection Scale (Professor) Agadatantra and Vidhi Vaidhayak, Class-I in Govt. Ayurvedic College",1/2019-20,26-11-2019 02:40 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-01-201920.pdf
"Assistant Director, Horticulture/Subject Matter Specialist, Class-2, Agriculture, Farmers Welfare and Co-operation",18/2019-20,20-11-2019 01:38 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-018_2019-20_AKC.pdf
"Manager, Government Printing And Stationary, Class-1, Industries and Mines",11/2019-20,20-11-2019 01:37 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-011_2019-20_AKB.pdf
"Professor, (Homoeopathy) Practice of Medicine, Class-1",2/2019-20,20-11-2019 01:37 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-002_2019-20_AKA.pdf
"Gujarat Administrative Service, Class-1, Gujarat Civil Services, Class-1 & Class-2 & Gujarat Municipal Chief Officer Service, Class-2",10/2019-20,16-10-2019 07:46 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK2.pdf
"Gujarat Administrative Service, Class-1, Gujarat Civil Services, Class-1 & Class-2 & Gujarat Municipal Chief Officer Service, Class-2",10/2019-20,16-10-2019 07:46 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK1.pdf
"Assistant Professor, Law in Government Arts, Science & Commerce College, GES, Class-2",96/2018-19,18-09-2019 12:55 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-96-2018-19.pdf
"Assistant Professor, Psychology in Government Arts, Science & Commerce College, GES, Class-2",98/2018-19,17-09-2019 06:17 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-98-2018-19.pdf
"Assistant Professor, Zoology in Government Arts, Science & Commerce College, GES, Class-2",95/2018-19,09-09-2019 06:06 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-95-2018-19.pdf
"Assistant Professor, Chemistry in Government Arts, Science & Commerce College, GES, Class-2",93/2018-19,09-09-2019 06:05 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-93-2018-19.pdf
"Assistant Professor, Economics in Government Arts, Science & Commerce College, GES, Class-2",91/2018-19,09-09-2019 06:04 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-91-2018-19.pdf
"Lecturer (Physiology), Class-2 in Homoeopathy College",67/2018-19,09-09-2019 06:03 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-67-2018-19.pdf
"Assistant Professor, Political Science in Government Arts, Science & Commerce College, GES, Class-2",94/2018-19,06-09-2019 12:19 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-94-201819.pdf
"Assistant Professor, Accountancy in Government Arts, Science & Commerce College, GES, Class-2",85/2018-19,05-09-2019 05:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-85-201819.pdf
"Assistant Professor, History in Government Arts, Science & Commerce College, GES, Class-2",81/2018-19,05-09-2019 04:10 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-81-201819.pdf
"Tutor in Pharmacology, General State Service, Class-2",119/2018-19,05-09-2019 01:27 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-119-201819.pdf
"Joint Director, Industrial Safety and Health, in the Gujarat Industrial Safety and Health Service, Class-1",102/2018-19,04-09-2019 05:54 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-102-201819.pdf
"Professor, Public Health Dentistry, Class-1 (Dental Cadre)",9/2018-19,04-09-2019 05:54 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9-201819.pdf
"Lecturer (Anatomy), Class-2 in Homoeopathy College",68/2018-19,04-09-2019 05:18 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-68-201819.pdf
"Professor, Orthodontics and Danto Facial Orthopaedics, Class-1 (Dental)",5/2018-19,04-09-2019 05:18 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-5-201819.pdf
"Assistant Professor, Mathematics in Government Arts, Science & Commerce College, GES, Class-2",87/2018-19,04-09-2019 12:48 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-87-201819.pdf
"Scientific Officer (Biology), Class-2, Director of Forensic Science, Home Department",124/2018-19,04-09-2019 12:18 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-124-201819.pdf
"Tutor in Physiology, General State Service, Class-2",118/2018-19,20-08-2019 04:24 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-118-2018-19.pdf
"Assistant Professor, Indology in Government Arts, Science & Commerce College, GES, Class-2",84/2018-19,20-08-2019 04:24 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-84-2018-19.pdf
"Assistant Professor, Commerce in Government Arts, Science & Commerce College, GES, Class-2",92/2018-19,20-08-2019 04:11 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-92-2018-19.pdf
"Assistant Professor, Botany in Government Arts, Science & Commerce College, GES, Class-2",83/2018-19,20-08-2019 04:10 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-83-2018-19.pdf
"Lecturer (Pathology), Class-2 in Homoeopathy College",66/2018-19,19-08-2019 05:53 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-66-2018-19.pdf
"Assistant Professor, Gujarati in Government Arts, Science & Commerce College, GES, Class-2",86/2018-19,19-08-2019 05:09 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-86-2018-19.pdf
"Assistant Professor, Philosophy in Government Arts, Science & Commerce College, GES, Class-2",97/2018-19,09-08-2019 06:16 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-97-2018-19.pdf
"Gujarat Engineering Service, Class-1 and Class-2",113/2018-19,09-08-2019 06:13 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK2-113-201819.pdf
"Gujarat Engineering Service, Class-1 and Class-2",113/2018-19,09-08-2019 06:12 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK1-113-201819.pdf
"Assistant Professor, Sociology in Government Arts, Science & Commerce College, GES, Class-2",88/2018-19,08-08-2019 05:49 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/pak-88-201819.pdf
"Tutor in Anatomy, General State Service, Class-2 (Special Recruitment)",116/2018-19,08-08-2019 02:12 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-116-201819.pdf
"Assistant Professor, English in Government Arts, Science & Commerce College, GES, Class-2",89/2018-19,08-08-2019 02:11 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-89-201819.pdf
"Lecturer (Forensic Medicine and Toxicology), Class-2 in Homoeopathy College",69/2018-19,08-08-2019 02:10 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-69-201819.pdf
"Assistant Professor, Physics in Government Arts, Science & Commerce College, GES, Class-2",90/2018-19,07-08-2019 03:11 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-90-201819.pdf
"Scientific Officer (Chemistry), Class-2, Directorate of Forensic Science, Home Department",123/2018-19,24-07-2019 06:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-123-201819.pdf
"Tutor in Pathology, General State Service, Class-2",115/2018-19,24-07-2019 06:50 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-115-201819.pdf
"Assistant Inspector of Motor Vehicle, Class-3",100/2018-19,24-07-2019 06:49 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-100-201819-MECH.pdf
"Assistant Inspector of Motor Vehicle, Class-3",100/2018-19,24-07-2019 06:48 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-100-201819-AUTO.pdf
"Dental Surgeon, Employees' State Insurance Scheme, Class-2",70/2018-19,24-07-2019 06:47 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-70-201819.pdf
"Lecturer (Organon of Medicine), Class-2 in Homoeopathy College",65/2018-19,24-07-2019 06:46 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-65-201819.pdf
"Lecturer (Homoeopathy, Pharmacy), Class-2 in Homoeopathy College",64/2018-19,24-07-2019 06:45 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-64-201819.pdf
"Lecturer (Homoeopathic, Materia Medica), Class-2 in Homoeopathy College",63/2018-19,24-07-2019 06:44 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-63-201819.pdf
"Principal, Mountaineering Institute, Mount Abu, General State Service, Class-1",126/2018-19,11-07-2019 04:26 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-126-2018-19.pdf
"Scientific Officer (Physics), Class-2, Director of Forensic Science, Home Department",122/2018-19,11-07-2019 04:26 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-122-2018-19.pdf
"Assistant Director (Biology), Class-1, Directorate of Forensic Science, Home Department",121/2018-19,10-07-2019 01:16 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-121-2018-19.pdf
"Assistant Research Officer, Class-2, General State Service, Narmada, Water Resources, Water Supply & Kalpasar Department",78/2018-19,10-07-2019 01:15 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-78-2018-19.pdf
"Curator, Class-2, Sports Youth and Cultural Activities Department",73/2018-19,10-07-2019 01:15 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-73-2018-19.pdf
"Associate Professor / Reader (Anatomy), Class-1 in Homoeopathy College",61/2018-19,10-07-2019 01:14 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-61-2018-19.pdf
"Associate Professor / Reader (Pathology and Microbiology), Class-1 in Homoeopathy College",59/2018-19,10-07-2019 01:14 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-59-2018-19.pdf
"Police Inspector (Unarmed), Class-2",112/2018-19,08-07-2019 01:23 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-112-201819.pdf
"Superintendent,  Central Jail/Porbandar Special Jail, Gujarat Jail Service, Class-1",125/2018-19,03-07-2019 05:53 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-125-2018-19.pdf
"Agriculture Officer, Class-2, Agriculture, Farmers Welfare and Co-Operation Department",111/2018-19,26-06-2019 11:17 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-111-2018-19.pdf
"Assistant Engineer (Civil), Class-2, Roads and Building Department",79/2018-19,26-06-2019 11:16 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-79-2018-19.pdf
"Research Officer, General Statistical Service, Class-2",51/2018-19,26-06-2019 11:16 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-51-2018-19.pdf
"Assistant Engineer (Mechanical), Class-2",49/2018-19,26-06-2019 11:03 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-49-2018-19.pdf
"State Tax Inspector, Class-3",80/2018-19,13-06-2019 04:39 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-80-2018-19.pdf
"Psychiatrist (Specialist Service),  Class 1, Health and Medical Services",107/2018-19,06-06-2019 04:30 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-107-201819.pdf
"Radiologist (Specialist Service),  Class 1, Health and Medical Services",106/2018-19,06-06-2019 04:29 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-106-201819.pdf
"Oto-Rhino-Laryngology (ENT Surgeon) (Specialist Service),  Class 1, Health and Medical Services",105/2018-19,06-06-2019 04:28 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-105-201819.pdf
"Pathologist (Specialist Service), Class 1, Health and Medical Services",104/2018-19,04-06-2019 06:44 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-104-2018-19.pdf
"Archaeological Engineer, Class-2, Sport, Youth and Cultural Activities",72/2018-19,04-06-2019 06:44 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-72-2018-19.pdf
"Microbiologist (Specialist Service),  Class 1, Health and Medical Services",103/2018-19,04-06-2019 06:43 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-103-2018-19.pdf
"Lady Officer, Industrial Safety and Health, Gujarat Industrial Safety and Health Service, Class-2",101/2018-19,04-06-2019 06:32 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-101-201819.pdf
"Associate Professor / Reader (Forensic Medicine and Toxicology), Class-1 in Homoeopathy College",62/2018-19,04-06-2019 06:32 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-62-201819.pdf
"Associate Professor / Reader (Physiology including Biochemistry), Class-1 in Homoeopathy College",60/2018-19,04-06-2019 06:31 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-60-201819.pdf
"Associate Professor / Reader (Organon of Medicine), Class-1 in Homoeopathy College",58/2018-19,15-05-2019 03:40 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-58-201819.pdf
"Associate Professor / Reader (Homoeopathy, Pharmacy), Class-1 in Homoeopathy College",57/2018-19,15-05-2019 03:39 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-57-201819.pdf
"Associate Professor / Reader (Homoeopathic Materia Medica), Class-1 in Homoeopathy College",56/2018-19,15-05-2019 03:39 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-56-201819.pdf
"Tutor in Biochemistry, General State Service, Class-2",117/2018-19,15-05-2019 03:39 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-117-201819.pdf
"Assistant Director (Physics), Class-1, Directorate of Forensic Science, Home Department",120/2018-19,15-05-2019 03:35 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-120-2018-19.pdf
"Tutor in Pathology, General State Service Class-2 (Special Recruitment)",114/2018-19,15-05-2019 03:35 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-114-2018-19.pdf
"Professor, (Homoeopathic Organon of Medicine), Class-1",48/2018-19,15-05-2019 03:34 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-48-2018-19.pdf
"Professor, (Homoeopathic Materia Medica), Class-1",47/2018-19,15-05-2019 03:33 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-47-2018-19.pdf
"Assistant Director (Biology), Class-1, Directorate of Forensic Science, Home Department",115/2016-17,25-04-2019 06:10 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-CS-115-2016-17.pdf
"Geologist, under Narmada, Water Resources, Water Supply & Kalpasar, Class-1, Gujarat State Service",76/2018-19,04-01-2019 06:37 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-76-201819.pdf
"Assistant Regional Transport Officer/Assistant Director of Transport, Class-2",74/2018-19,04-01-2019 06:35 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-74-201819-MECH.pdf
"Assistant Regional Transport Officer/Assistant Director of Transport, Class-2",74/2018-19,04-01-2019 06:34 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-74-201819-AUTO.pdf
"Assistant Engineer (Civil), Class-2, Narmada, Water Resources, Water Supply and Kalpsar Department",38/2018-19,04-01-2019 06:33 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-38-201819.pdf
"Research Officer, Class-1, General State Service, Narmada, Water Resources, Water Supply & Kalpasar Department",77/2018-19,31-12-2018 02:27 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-77-2018-19.pdf
"Deputy Director, Employees' State Insurance Scheme, Class-1",71/2018-19,31-12-2018 02:27 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-71-2018-19.pdf
"Deputy Director, Gujarat Statistical service, Class-1",50/2018-19,31-12-2018 02:27 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-50-2018-19.pdf
"Executive Engineer (Mechanical), Class-1, Under Narmada, Water Resources, Water Supply and Kalpsar Department",42/2018-19,31-12-2018 02:26 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-42-2018-19.pdf
"Chief Officer, Class–3 in the Gujarat State Municipal Chief Officer’s Service",75/2018-19,27-12-2018 03:26 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-75-2018-19.pdf
"Deputy Section Officer / Deputy Mamlatdar, Class-3",55/2018-19,19-12-2018 06:25 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-55-201819.pdf
"Principal, Gujarat Skill Training Services, Class-2",44/2018-19,29-11-2018 05:43 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-44-2018-19.pdf
"Principal, Government Ideal Residential Schools, (For SEBC), (Directorate of  Developing Castes Welfare), Class-2",32/2018-19,29-11-2018 05:42 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-32-2018-19.pdf
"Paediatrician, Class-1, Health and Family Welfare",54/2018-19,06-11-2018 04:12 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-54-2018-19.pdf
"Child Development Project Officer (Female), Class-2, Women and Child Development Department",53/2018-19,06-11-2018 04:12 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-53-2018-19.pdf
"TB and Chest Disease Specialist, ESIS, Class-1",52/2018-19,06-11-2018 04:11 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-52-2018-19.pdf
"Industrial Promotion Officer, Class-2, General State Service",43/2018-19,06-11-2018 04:09 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-43-2018-19.pdf
"Analytical Chemist, Class-2, Gujarat Mining Service, Commissionerate of Geology and Mining",41/2018-19,06-11-2018 04:08 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-41-2018-19.pdf
"Assistant Director, Class-1, Employees State Insurance Scheme",35/2018-19,06-11-2018 04:06 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-35-2018-19.pdf
"Programme Officer, Class-1, Women and Child Development",39/2018-19,30-10-2018 04:00 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-39-2018-19.pdf
"Gujarat Administrative Service, Class-1, Gujarat Civil Services, Class-1 and Class-2 and Gujarat Municipal Chief Officer Service, Class-2",40/2018-19,23-10-2018 06:24 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-40-201819-P2.pdf
"Gujarat Administrative Service, Class-1, Gujarat Civil Services, Class-1 and Class-2 and Gujarat Municipal Chief Officer Service, Class-2",40/2018-19,23-10-2018 06:24 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-40-201819-P1.pdf
"Inspecting Officer, Class-1",37/2018-19,16-10-2018 02:35 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-37-201819.pdf
"Child Marriage Prevention Officer cum District Social Defence Officer, GSS, Class-2",31/2018-19,16-10-2018 02:34 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-31-201819.pdf
"Principal, Class-1, Directorate of  Ayurveda, Yoga and Naturopathy, Unani, Siddha and Homoeopathy (AYUSH)",30/2018-19,25-09-2018 06:05 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-30-2018-19.pdf
"Deputy Director, Gujarat Integrated Child Development Service, Class-1",20/2018-19,25-09-2018 06:05 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-20-2018-19.pdf
"Chief Chemist, Class-1, Gujarat Mining Service, Commissionerate of Geology and Mining",36/2018-19,25-09-2018 06:03 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-36-2018-19.pdf
"Orthopaedic Surgeon, Class-1, Employees State Insurance Scheme",34/2018-19,18-09-2018 06:21 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-34-2018-19.pdf
"Ophthalmologist, Class-1, Employees State Insurance Scheme",28/2018-19,18-09-2018 06:21 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-28-2018-19.pdf
"Director, Libraries, Class-1",19/2018-19,18-09-2018 06:21 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-19-2018-19.pdf
"Physician, Class-1, Employees State Insurance Scheme",33/2018-19,18-09-2018 06:20 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-33-2018-19.pdf
"Oto-Rhino-Laryngology (ENT Surgeon), Class-1, Employees State Insurance Scheme",29/2018-19,18-09-2018 06:20 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-29-2018-19.pdf
"Paediatrician, Class-1, Employees State Insurance Scheme",25/2018-19,14-09-2018 03:45 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-25-201819.pdf
"Pathologist, Class-1, Employees State Insurance Scheme",26/2018-19,11-09-2018 05:50 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-26-2018-19.pdf
"Gynaecologist, Class-1, Employees State Insurance Scheme",24/2018-19,11-09-2018 05:49 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-24-2018-19.pdf
"Deputy Director of Prohibition and Excise, Class-1",18/2018-19,11-09-2018 05:49 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-18-2018-19.pdf
"Industries Officer (Technical) / Manager (Raw Material), Class-2",14/2018-19,21-08-2018 06:28 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-14-2018-19.pdf
"Anaesthetist, Class-1, Employees State Insurance Scheme",23/2018-19,20-08-2018 05:25 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-23-2018-19.pdf
"Surgeon, Class-1, Employees State Insurance Scheme",22/2018-19,20-08-2018 05:25 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-22-2018-19.pdf
"Assistant Charity Commissioner, Class-1",16/2018-19,06-08-2018 05:56 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-16-2018-19.pdf
"Assistant Professor, Economics in Government Arts, Science & Commerce College, GES, Class-2 - 201617",81/2016-17,24-07-2018 05:19 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-81-2016-17.pdf
"Assistant Professor, Economics in Government Arts, Science & Commerce College, GES, Class-2 - 201617",81/2016-17,24-07-2018 05:19 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/81_to_87-2016-17.pdf
"Administrative Officer, Directorate of  Ayurveda, Yoga and Naturopathy, Unani, Siddha and Homoeopathy (AYUSH), Class-1",21/2018-19,23-07-2018 05:22 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-21-2018-19.pdf.pdf
"Assistant Commissioner of Industries, Class-1",1/2018-19,23-07-2018 05:21 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-1-2018-19.pdf.pdf
"Gujarat Administrative Service,Class-1 and Gujarat Civil Services,Class-1 and Class-2",121/2016-17,21-07-2018 01:28 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-GAS-GCS-121-201617-1.pdf
"Lecturer, Prosthetic and Orthotics, Class-2",13/2018-19,10-07-2018 01:44 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-13-2018-19.pdf
"Administrative Officer, Employee’s State Insurance Scheme, Class-2",17/2018-19,10-07-2018 01:43 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-17-2018-19.pdf
"Assistant Geologist, Class-2, Commissioner of Geological Science and Minerals",2/2018-19,10-07-2018 01:43 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-02-2018-19.pdf
"Deputy Director (IT), Class-1, Department of Science and Technology",130/2016-17,04-07-2018 01:19 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-GS-_119-103-115-116-117-130-2016-17)2.pdf
"Assistant Director (Physics), Class-1, Directorate of Forensic Science, Home Department",116/2016-17,04-07-2018 01:18 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-GS-_119-103-115-116-117-130-2016-17)5.pdf
"Assistant Director (Biology), Class-1, Directorate of Forensic Science, Home Department",115/2016-17,04-07-2018 01:17 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-GS-_119-103-115-116-117-130-2016-17)1.pdf
"Principal in Government Arts, Science, Commerce & Law College, Gujarat Education Service, Class-1",103/2016-17,04-07-2018 01:16 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-GS-_119-103-115-116-117-130-2016-17).pdf
"Deputy Commissioner of Industries, Class-1, Industries & Mines Department",119/2016-17,04-07-2018 01:15 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-GS-_119-103-115-116-117-130-2016-17)3.pdf
"Deputy Commissioner of Industries, Class-1, Industries & Mines Department",119/2016-17,04-07-2018 01:15 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-SUBJECT-119-2016-17).pdf
"Industries Officer (Technical ) and Manager (Raw Materials), Industries and Mines Department",127/2016-17,04-07-2018 01:13 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-SUBJECT-127-16-171.pdf
"Industries Officer (Technical ) and Manager (Raw Materials), Industries and Mines Department",127/2016-17,04-07-2018 01:12 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-GS-126-127-123-125-16-172.pdf
"Industries Officer, Class-2, Industries & Mines Department",126/2016-17,04-07-2018 01:11 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-GS-126-127-123-125-16-17.pdf
"Industries Officer, Class-2, Industries & Mines Department",126/2016-17,04-07-2018 01:11 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-SUBJECT-126-16-17).pdf
"Accounts Officer, Class-1, Gujarat Accounts Service & Assistant Commissioner Commercial Tax, Class-1, Gujarat Commercial Tax Service",107/2016-17,03-07-2018 05:29 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-107-201617-PAPER-2.pdf
